transaction_id,customer_id,transaction_date,transaction_time,amount,merchant_category,location,payment_method,is_fraud,fraud_reason
TXN0002751,CUST00933,2023-03-17,04:54:29,5467.47,Retail,Ahmedabad,Net Banking,No,None
TXN0002752,CUST00424,2023-05-14,06:09:45,4392.37,Food & Beverage,Delhi,Debit Card,No,None
TXN0002753,CUST01068,2023-06-19,00:53:22,380.33,Travel,Ahmedabad,Credit Card,Yes,Off-Hours Transaction
TXN0002754,CUST00990,2023-12-23,13:01:10,555.01,Healthcare,Mumbai,Credit Card,No,None
TXN0002755,CUST00714,2023-01-23,11:52:36,4656.29,Entertainment,Pune,Net Banking,Yes,Amount Spike
TXN0002756,CUST00976,2023-04-03,11:54:26,386.84,Online Shopping,Mumbai,UPI,No,None
TXN0002757,CUST00200,2023-04-01,02:42:29,840.53,Travel,Hyderabad,Credit Card,No,None
TXN0002758,CUST00898,2023-02-05,17:24:59,267.75,Healthcare,Kolkata,UPI,No,None
TXN0002759,CUST00927,2023-08-17,14:18:45,171.27,Retail,International,UPI,No,None
TXN0002760,CUST00654,2023-01-04,21:40:10,1404.24,Fuel,Ahmedabad,Wallet,No,None
TXN0002761,CUST00138,2023-03-30,04:58:00,1415.78,Food & Beverage,Mumbai,UPI,No,None
TXN0002762,CUST00615,2023-06-10,10:02:57,253.36,Retail,Unknown,Credit Card,No,None
TXN0002763,CUST00092,2023-10-18,06:58:42,1947.74,Entertainment,Chennai,Credit Card,No,None
TXN0002764,CUST00236,2023-10-20,06:27:07,311.72,Travel,Delhi,UPI,No,None
TXN0002765,CUST00047,2023-12-11,23:53:07,901.26,Food & Beverage,Bangalore,Wallet,No,None
TXN0002766,CUST00703,2023-11-10,16:38:10,1780.08,Online Shopping,Chennai,UPI,No,None
TXN0002767,CUST00224,2023-11-05,00:58:52,638.85,Entertainment,Kolkata,Debit Card,No,None
TXN0002768,CUST00337,2023-07-28,05:54:36,1147.9,Entertainment,Mumbai,UPI,No,None
TXN0002769,CUST00500,2023-08-09,14:35:48,357.91,Entertainment,Hyderabad,Net Banking,No,None
TXN0002770,CUST01057,2023-01-18,18:41:52,5316.26,Food & Beverage,Delhi,Wallet,Yes,Amount Spike
TXN0002771,CUST00358,2023-11-08,09:00:39,519.55,Online Shopping,Kolkata,Credit Card,Yes,High Frequency
TXN0002772,CUST01131,2023-01-06,18:51:52,271.54,Online Shopping,Chennai,Debit Card,No,None
TXN0002773,CUST00328,2023-12-06,03:20:02,538.01,Online Shopping,International,Credit Card,No,None
TXN0002774,CUST00678,2023-10-07,13:16:21,103.72,Fuel,Pune,Wallet,No,None
TXN0002775,CUST01147,2023-04-08,01:26:44,368.93,Food & Beverage,International,UPI,No,None
TXN0002776,CUST00874,2023-11-12,14:11:06,472.55,Travel,Unknown,Wallet,No,None
TXN0002777,CUST00947,2023-01-23,02:11:38,489.11,Online Shopping,Hyderabad,Credit Card,No,None
TXN0002778,CUST00475,2023-01-30,18:04:21,497.8,Fuel,Pune,UPI,No,None
TXN0002779,CUST00830,2023-01-23,00:03:32,617.63,Healthcare,Pune,Net Banking,No,None
TXN0002780,CUST00378,2023-02-19,05:04:39,1182.43,Travel,Ahmedabad,Credit Card,No,None
TXN0002781,CUST00382,2023-06-20,07:38:13,1899.64,Food & Beverage,Kolkata,UPI,No,None
TXN0002782,CUST00886,2023-03-12,03:15:11,304.99,Food & Beverage,International,Credit Card,No,None
TXN0002783,CUST00811,2023-04-20,17:59:07,156.99,Travel,Chennai,Net Banking,No,None
TXN0002784,CUST00060,2023-01-17,23:29:40,1612.34,Fuel,Delhi,UPI,Yes,Amount Spike
TXN0002785,CUST00405,2023-05-02,23:51:55,370.69,Food & Beverage,International,Credit Card,No,None
TXN0002786,CUST00921,2023-05-16,19:08:13,436.02,Healthcare,Ahmedabad,Net Banking,No,None
TXN0002787,CUST00880,2023-08-22,22:55:27,264.01,Travel,Kolkata,Wallet,No,None
TXN0002788,CUST00797,2023-09-12,10:59:24,140.42,Healthcare,Ahmedabad,Credit Card,No,None
TXN0002789,CUST00010,2023-12-12,19:21:35,384.77,Fuel,Ahmedabad,Credit Card,No,None
TXN0002790,CUST00440,2023-04-05,20:31:20,826.92,Travel,Kolkata,Credit Card,No,None
TXN0002791,CUST00422,2023-04-24,13:29:02,1358.36,Travel,Mumbai,Debit Card,No,None
TXN0002792,CUST00571,2023-02-20,09:02:34,340.73,Travel,Mumbai,Net Banking,No,None
TXN0002793,CUST00129,2023-08-24,09:29:01,405.21,Online Shopping,Kolkata,Credit Card,No,None
TXN0002794,CUST01183,2023-06-04,11:56:18,218.76,Entertainment,Chennai,Debit Card,No,None
TXN0002795,CUST00209,2023-07-05,21:49:12,640.52,Food & Beverage,Pune,Debit Card,No,None
TXN0002796,CUST01100,2023-09-13,09:06:58,240.3,Online Shopping,Chennai,Credit Card,No,None
TXN0002797,CUST00383,2023-02-17,12:37:49,9386.71,Retail,Hyderabad,UPI,Yes,Amount Spike
TXN0002798,CUST00750,2023-09-12,23:51:54,78.02,Fuel,Unknown,Credit Card,No,None
TXN0002799,CUST00668,2023-01-30,19:51:49,432.01,Entertainment,Ahmedabad,Credit Card,No,None
TXN0002800,CUST00404,2023-01-30,15:53:36,954.63,Fuel,Pune,Net Banking,No,None
TXN0002801,CUST00938,2023-04-08,04:01:20,829.32,Travel,Delhi,Credit Card,No,None
TXN0002802,CUST00234,2023-12-31,10:14:37,16842.16,Food & Beverage,Ahmedabad,Debit Card,No,None
TXN0002803,CUST00538,2023-07-31,03:08:59,1012.08,Entertainment,Pune,UPI,No,None
TXN0002804,CUST01003,2023-03-21,22:45:47,199.36,Fuel,Mumbai,Debit Card,No,None
TXN0002805,CUST01081,2023-07-12,05:04:29,593.15,Entertainment,Pune,Wallet,No,None
TXN0002806,CUST00642,2023-10-01,21:27:17,78.93,Online Shopping,Pune,Wallet,No,None
TXN0002807,CUST00796,2023-10-13,12:44:03,603.82,Retail,Bangalore,Wallet,No,None
TXN0002808,CUST00804,2023-11-12,21:40:08,244.77,Entertainment,Chennai,UPI,No,None
TXN0002809,CUST00234,2023-05-19,15:05:33,1995.14,Healthcare,Unknown,Wallet,No,None
TXN0002810,CUST00713,2023-12-15,14:36:46,343.97,Travel,Kolkata,Debit Card,No,None
TXN0002811,CUST00721,2023-12-22,09:21:29,578.18,Retail,Ahmedabad,Debit Card,No,None
TXN0002812,CUST00938,2023-11-30,12:13:29,310.24,Travel,Hyderabad,Credit Card,No,None
TXN0002813,CUST00354,2023-03-27,13:13:34,5359.48,Travel,Ahmedabad,Debit Card,No,None
TXN0002814,CUST00610,2023-06-22,06:06:34,452.37,Entertainment,Chennai,Credit Card,No,None
TXN0002815,CUST00174,2023-10-04,22:53:21,5997.32,Online Shopping,Hyderabad,Wallet,No,None
TXN0002816,CUST00275,2023-04-28,13:32:41,1766.9,Retail,Delhi,UPI,No,None
TXN0002817,CUST00642,2023-05-23,12:04:09,1186.16,Retail,Mumbai,Credit Card,No,None
TXN0002818,CUST00242,2023-10-31,00:04:09,1035.33,Retail,Chennai,Net Banking,No,None
TXN0002819,CUST00489,2023-08-03,03:28:29,1066.95,Food & Beverage,International,Wallet,No,None
TXN0002820,CUST00626,2023-04-24,16:00:25,65.81,Healthcare,Chennai,Wallet,No,None
TXN0002821,CUST00240,2023-12-04,11:23:46,475.96,Electronics,International,Net Banking,No,None
TXN0002822,CUST00375,2023-09-11,20:24:08,1833.88,Entertainment,Mumbai,Debit Card,No,None
TXN0002823,CUST00765,2023-04-05,20:09:46,627.24,Healthcare,Unknown,Net Banking,No,None
TXN0002824,CUST00290,2023-07-24,14:32:37,744.98,Fuel,Chennai,Credit Card,Yes,Amount Spike
TXN0002825,CUST01047,2023-12-13,19:09:45,624.6,Retail,Ahmedabad,UPI,No,None
TXN0002826,CUST00796,2023-04-14,21:36:33,5140.61,Online Shopping,Pune,Wallet,No,None
TXN0002827,CUST00857,2023-05-04,19:58:50,2969.86,Travel,Delhi,UPI,No,None
TXN0002828,CUST00283,2023-09-28,23:42:12,617.45,Electronics,International,UPI,No,None
TXN0002829,CUST01178,2023-07-30,06:23:32,2083.36,Travel,Delhi,Wallet,No,None
TXN0002830,CUST00786,2023-07-15,12:27:04,428.46,Fuel,Hyderabad,Wallet,No,None
TXN0002831,CUST00867,2023-02-10,12:52:30,86.09,Online Shopping,Kolkata,UPI,No,None
TXN0002832,CUST00381,2023-01-21,23:17:36,219.34,Travel,Mumbai,Wallet,No,None
TXN0002833,CUST00997,2023-05-15,14:52:35,4339.29,Travel,Hyderabad,Net Banking,No,None
TXN0002834,CUST01101,2023-12-16,16:34:22,478.76,Entertainment,Chennai,Debit Card,No,None
TXN0002835,CUST00355,2023-06-09,13:14:56,496.68,Fuel,Bangalore,Credit Card,No,None
TXN0002836,CUST01137,2023-10-01,23:45:07,464.14,Retail,Ahmedabad,Credit Card,No,None
TXN0002837,CUST00342,2023-08-30,12:15:54,6535.24,Retail,Mumbai,Credit Card,No,None
TXN0002838,CUST01003,2023-07-08,19:47:03,4680.46,Food & Beverage,Ahmedabad,Net Banking,No,None
TXN0002839,CUST00592,2023-04-19,15:46:28,9533.21,Online Shopping,Unknown,Credit Card,No,None
TXN0002840,CUST00288,2023-01-31,11:10:13,549.58,Travel,Unknown,Net Banking,No,None
TXN0002841,CUST00384,2023-03-21,01:16:10,948.37,Travel,Hyderabad,Net Banking,No,None
TXN0002842,CUST00645,2023-12-21,04:54:53,107.77,Fuel,Unknown,Debit Card,No,None
TXN0002843,CUST00924,2023-02-23,06:09:29,3914.02,Online Shopping,Chennai,Net Banking,No,None
TXN0002844,CUST00110,2023-11-23,18:39:09,163.8,Electronics,Ahmedabad,UPI,No,None
TXN0002845,CUST00736,2023-07-22,08:01:29,862.75,Food & Beverage,Kolkata,Credit Card,No,None
TXN0002846,CUST00020,2023-03-31,12:45:02,178.26,Travel,Delhi,UPI,No,None
TXN0002847,CUST00993,2023-04-29,10:14:21,328.11,Healthcare,Delhi,Debit Card,No,None
TXN0002848,CUST00280,2023-10-16,03:05:23,2843.68,Food & Beverage,Delhi,UPI,Yes,Amount Spike
TXN0002849,CUST00400,2023-08-03,18:00:48,320.71,Healthcare,Mumbai,Debit Card,No,None
TXN0002850,CUST00787,2023-03-23,20:30:55,348.3,Entertainment,Ahmedabad,Debit Card,No,None
TXN0002851,CUST01151,2023-02-17,16:05:41,344.49,Retail,Unknown,Wallet,No,None
TXN0002852,CUST01036,2023-05-25,14:55:34,1808.04,Online Shopping,Ahmedabad,UPI,No,None
TXN0002853,CUST01014,2023-10-09,12:39:28,176.65,Food & Beverage,Kolkata,Credit Card,No,None
TXN0002854,CUST00838,2023-11-14,01:12:37,866.66,Retail,Chennai,Net Banking,No,None
TXN0002855,CUST01008,2023-11-03,00:08:01,2868.52,Entertainment,Ahmedabad,Wallet,No,None
TXN0002856,CUST00852,2023-02-25,03:10:28,359.3,Retail,Hyderabad,Net Banking,No,None
TXN0002857,CUST00910,2023-01-14,22:18:39,281.04,Food & Beverage,Chennai,Debit Card,No,None
TXN0002858,CUST01001,2023-04-02,07:20:22,6638.26,Food & Beverage,Hyderabad,Wallet,Yes,Amount Spike
TXN0002859,CUST00343,2023-09-29,05:01:07,2739.88,Entertainment,Kolkata,Net Banking,No,None
TXN0002860,CUST00170,2023-06-20,23:40:58,839.6,Retail,Hyderabad,Wallet,No,None
TXN0002861,CUST01158,2023-09-10,09:34:56,351.62,Travel,Ahmedabad,Wallet,No,None
TXN0002862,CUST00064,2023-10-24,18:47:07,1188.74,Online Shopping,Bangalore,Net Banking,No,None
TXN0002863,CUST00452,2023-06-26,05:22:39,177.19,Food & Beverage,International,UPI,No,None
TXN0002864,CUST00599,2023-02-14,08:46:52,1506.63,Food & Beverage,Unknown,Net Banking,No,None
TXN0002865,CUST00067,2023-01-09,06:26:02,1086.08,Entertainment,International,UPI,Yes,Location Anomaly
TXN0002866,CUST00563,2023-07-13,18:09:17,459.73,Travel,Bangalore,UPI,No,None
TXN0002867,CUST00461,2023-11-21,19:06:57,243.15,Healthcare,Bangalore,Debit Card,No,None
TXN0002868,CUST01102,2023-01-14,02:37:49,229.52,Food & Beverage,Kolkata,UPI,No,None
TXN0002869,CUST00592,2023-04-15,23:21:55,1263.68,Retail,Unknown,Wallet,No,None
TXN0002870,CUST00345,2023-04-18,22:50:35,2906.71,Entertainment,Pune,Wallet,No,None
TXN0002871,CUST00937,2023-08-17,10:47:44,309.58,Electronics,Chennai,Debit Card,No,None
TXN0002872,CUST01159,2023-05-30,04:47:09,1152.93,Online Shopping,International,Wallet,No,None
TXN0002873,CUST01015,2023-04-27,16:03:02,54.36,Retail,Hyderabad,Debit Card,No,None
TXN0002874,CUST01126,2023-11-18,05:51:56,329.79,Travel,Chennai,Credit Card,No,None
TXN0002875,CUST01047,2023-02-02,19:32:04,640.81,Electronics,Mumbai,Net Banking,No,None
TXN0002876,CUST00232,2023-01-24,04:37:52,223.27,Retail,Pune,Net Banking,No,None
TXN0002877,CUST01173,2023-04-19,09:19:49,216.2,Retail,Unknown,UPI,No,None
TXN0002878,CUST00234,2023-11-28,21:12:33,298.47,Online Shopping,Mumbai,UPI,No,None
TXN0002879,CUST00549,2023-08-25,19:15:38,944.48,Food & Beverage,Unknown,Wallet,No,None
TXN0002880,CUST01113,2023-05-30,02:32:43,531.24,Healthcare,International,UPI,No,None
TXN0002881,CUST00752,2023-07-12,09:03:59,491.91,Entertainment,Chennai,Wallet,Yes,Amount Spike
TXN0002882,CUST01111,2023-01-08,07:40:49,52.2,Retail,International,Wallet,Yes,Location Anomaly
TXN0002883,CUST00086,2023-12-02,01:37:31,321.1,Retail,International,Debit Card,No,None
TXN0002884,CUST00904,2023-05-29,13:58:49,1151.96,Online Shopping,Hyderabad,UPI,No,None
TXN0002885,CUST01119,2023-05-30,09:19:16,50.0,Fuel,Kolkata,UPI,No,None
TXN0002886,CUST00448,2023-06-22,10:33:50,365.16,Food & Beverage,Mumbai,UPI,No,None
TXN0002887,CUST00871,2023-01-18,05:58:58,5020.47,Fuel,Kolkata,Credit Card,Yes,Amount Spike
TXN0002888,CUST00210,2023-03-29,04:00:40,3519.26,Entertainment,Kolkata,UPI,No,None
TXN0002889,CUST00507,2023-03-21,21:32:37,419.04,Fuel,Unknown,Net Banking,No,None
TXN0002890,CUST00610,2023-05-28,07:35:01,1053.2,Electronics,Unknown,Credit Card,No,None
TXN0002891,CUST00067,2023-03-13,14:58:56,788.01,Travel,Bangalore,Credit Card,No,None
TXN0002892,CUST00922,2023-09-14,06:57:11,51.59,Online Shopping,Kolkata,Net Banking,No,None
TXN0002893,CUST00539,2023-06-17,10:00:11,1672.12,Healthcare,Delhi,Wallet,No,None
TXN0002894,CUST00714,2023-07-26,19:11:04,4472.62,Electronics,Pune,Debit Card,Yes,Amount Spike
TXN0002895,CUST00179,2023-01-21,07:05:42,6462.89,Healthcare,International,Wallet,Yes,Amount Spike
TXN0002896,CUST00900,2023-09-14,11:23:49,73975.2,Entertainment,Bangalore,Net Banking,No,None
TXN0002897,CUST00241,2023-04-29,12:11:10,54.55,Travel,Kolkata,Wallet,No,None
TXN0002898,CUST00486,2023-01-13,03:47:38,5269.21,Fuel,International,Credit Card,No,None
TXN0002899,CUST00430,2023-07-30,07:36:14,471.1,Fuel,Unknown,Net Banking,Yes,Location Anomaly
TXN0002900,CUST00719,2023-10-24,07:38:27,5485.05,Online Shopping,Mumbai,Credit Card,Yes,Amount Spike
TXN0002901,CUST00877,2023-05-16,01:46:23,629.79,Food & Beverage,Unknown,Net Banking,No,None
TXN0002902,CUST00340,2023-12-30,23:33:35,399.78,Healthcare,Ahmedabad,Debit Card,No,None
TXN0002903,CUST00286,2023-01-11,02:15:50,335.69,Food & Beverage,Ahmedabad,Wallet,No,None
TXN0002904,CUST00424,2023-12-20,10:19:05,987.73,Travel,Ahmedabad,Credit Card,No,None
TXN0002905,CUST00424,2023-08-25,09:51:41,107.7,Online Shopping,Ahmedabad,Debit Card,No,None
TXN0002906,CUST00122,2023-10-21,00:14:43,1637.12,Electronics,Unknown,Net Banking,No,None
TXN0002907,CUST01168,2023-12-13,20:56:30,403.66,Fuel,Hyderabad,UPI,No,None
TXN0002908,CUST00719,2023-05-11,13:46:53,171.39,Food & Beverage,Ahmedabad,Credit Card,No,None
TXN0002909,CUST01091,2023-12-25,08:10:30,387.6,Electronics,Mumbai,Debit Card,No,None
TXN0002910,CUST00576,2023-11-18,14:59:16,3006.64,Food & Beverage,Pune,Wallet,No,None
TXN0002911,CUST01104,2023-12-19,10:02:35,349.88,Retail,Unknown,Net Banking,No,None
TXN0002912,CUST00345,2023-04-12,22:58:56,7510.16,Fuel,Unknown,Wallet,Yes,Amount Spike
TXN0002913,CUST00663,2023-11-11,16:01:06,276.68,Entertainment,Kolkata,UPI,No,None
TXN0002914,CUST00600,2023-10-20,13:26:09,1651.61,Retail,Bangalore,Wallet,No,None
TXN0002915,CUST00593,2023-08-18,12:08:01,1514.15,Travel,Kolkata,UPI,No,None
TXN0002916,CUST01173,2023-03-26,02:20:15,6113.96,Entertainment,Pune,UPI,Yes,High Frequency
TXN0002917,CUST00548,2023-10-22,02:06:08,538.79,Healthcare,Ahmedabad,Credit Card,No,None
TXN0002918,CUST01054,2023-01-11,14:52:30,9633.66,Electronics,Ahmedabad,Wallet,Yes,Amount Spike
TXN0002919,CUST00196,2023-05-13,09:49:55,748.21,Travel,Unknown,UPI,No,None
TXN0002920,CUST00278,2023-10-09,20:49:06,3149.65,Food & Beverage,Bangalore,Debit Card,No,None
TXN0002921,CUST00843,2023-11-19,01:04:18,280.73,Online Shopping,Ahmedabad,Net Banking,Yes,High Frequency
TXN0002922,CUST00122,2023-08-30,09:05:03,1626.21,Fuel,Delhi,Net Banking,No,None
TXN0002923,CUST00568,2023-06-18,13:52:53,526.56,Electronics,Delhi,UPI,Yes,High Frequency
TXN0002924,CUST00260,2023-12-03,05:18:10,615.83,Entertainment,Mumbai,UPI,No,None
TXN0002925,CUST00272,2023-06-16,01:02:50,742.56,Online Shopping,Ahmedabad,Credit Card,No,None
TXN0002926,CUST00512,2023-10-31,22:28:43,900.26,Fuel,Pune,UPI,No,None
TXN0002927,CUST00300,2023-10-11,04:52:48,578.55,Electronics,Hyderabad,Net Banking,No,None
TXN0002928,CUST00660,2023-12-27,14:52:00,860.62,Entertainment,Delhi,Credit Card,Yes,High Frequency
TXN0002929,CUST00507,2023-10-13,01:50:35,4419.32,Travel,Bangalore,Debit Card,Yes,Off-Hours Transaction
TXN0002930,CUST00805,2023-10-20,04:52:58,2170.12,Healthcare,International,Credit Card,No,None
TXN0002931,CUST01003,2023-01-23,04:23:01,1887.46,Retail,Unknown,Credit Card,No,None
TXN0002932,CUST00292,2023-11-10,13:28:57,385.04,Healthcare,Kolkata,Credit Card,No,None
TXN0002933,CUST01183,2023-02-12,09:54:46,228.81,Fuel,Bangalore,Wallet,No,None
TXN0002934,CUST00551,2023-08-03,21:04:31,2093.01,Healthcare,Unknown,Net Banking,Yes,Location Anomaly
TXN0002935,CUST00849,2023-05-31,17:27:09,1903.13,Retail,Mumbai,Debit Card,No,None
TXN0002936,CUST00769,2023-10-08,02:58:31,3894.05,Healthcare,Kolkata,UPI,No,None
TXN0002937,CUST00926,2023-12-29,03:16:31,322.22,Online Shopping,International,Debit Card,No,None
TXN0002938,CUST00155,2023-09-21,07:08:02,504.99,Electronics,Bangalore,Debit Card,No,None
TXN0002939,CUST00191,2023-04-22,14:56:03,93.0,Electronics,Chennai,UPI,No,None
TXN0002940,CUST00826,2023-11-30,09:55:52,415.31,Fuel,Pune,Net Banking,No,None
TXN0002941,CUST01056,2023-12-31,06:34:14,2199.28,Fuel,Bangalore,Net Banking,No,None
TXN0002942,CUST00570,2023-07-27,16:20:14,380.01,Electronics,Pune,Credit Card,No,None
TXN0002943,CUST00756,2023-06-30,00:09:24,1434.51,Fuel,Pune,Wallet,No,None
TXN0002944,CUST00932,2023-06-14,14:25:43,529.22,Travel,Pune,Credit Card,No,None
TXN0002945,CUST01000,2023-08-11,09:02:33,6273.22,Entertainment,Mumbai,Debit Card,Yes,Amount Spike
TXN0002946,CUST00671,2023-10-07,07:37:05,167.8,Electronics,Bangalore,Net Banking,No,None
TXN0002947,CUST01192,2023-08-09,16:58:06,736.75,Healthcare,Pune,Net Banking,No,None
TXN0002948,CUST00006,2023-10-26,15:42:52,50.0,Fuel,Unknown,Wallet,No,None
TXN0002949,CUST00191,2023-07-21,12:37:06,531.51,Healthcare,Unknown,Net Banking,No,None
TXN0002950,CUST00939,2023-04-12,00:18:51,94.01,Travel,Pune,Credit Card,No,None
TXN0002951,CUST00734,2023-03-05,03:03:54,2827.63,Retail,Chennai,Wallet,No,None
TXN0002952,CUST00130,2023-05-29,01:53:24,1690.68,Entertainment,Chennai,Net Banking,No,None
TXN0002953,CUST01095,2023-07-01,11:51:15,1164.45,Entertainment,Kolkata,Wallet,No,None
TXN0002954,CUST00815,2023-10-17,13:48:40,4126.59,Retail,Mumbai,Debit Card,No,None
TXN0002955,CUST00447,2023-12-26,02:27:59,213.0,Online Shopping,Kolkata,Net Banking,No,None
TXN0002956,CUST00880,2023-04-03,12:26:08,5414.5,Online Shopping,Mumbai,UPI,No,None
TXN0002957,CUST00434,2023-02-21,05:08:33,2035.77,Fuel,Kolkata,Net Banking,No,None
TXN0002958,CUST01014,2023-12-19,12:29:40,500.76,Retail,Unknown,Debit Card,No,None
TXN0002959,CUST00550,2023-01-06,21:31:10,2598.64,Healthcare,Chennai,Net Banking,No,None
TXN0002960,CUST00662,2023-04-20,00:18:53,176.35,Entertainment,Pune,Debit Card,No,None
TXN0002961,CUST00581,2023-11-07,12:42:32,247.3,Online Shopping,Mumbai,Net Banking,No,None
TXN0002962,CUST00692,2023-09-23,02:16:52,320.44,Entertainment,Kolkata,Debit Card,No,None
TXN0002963,CUST01121,2023-04-17,13:31:35,352.56,Entertainment,Unknown,UPI,No,None
TXN0002964,CUST01184,2023-02-03,05:15:40,2136.68,Food & Beverage,Hyderabad,UPI,Yes,Amount Spike
TXN0002965,CUST00268,2023-04-08,01:32:26,2886.21,Entertainment,Bangalore,Wallet,No,None
TXN0002966,CUST01160,2023-10-27,13:24:08,487.54,Healthcare,Pune,Net Banking,No,None
TXN0002967,CUST00994,2023-07-30,19:18:18,1015.37,Travel,Hyderabad,Credit Card,No,None
TXN0002968,CUST00704,2023-04-25,21:17:17,3863.37,Electronics,Ahmedabad,UPI,Yes,Amount Spike
TXN0002969,CUST00100,2023-05-12,02:01:46,74.83,Travel,International,UPI,No,None
TXN0002970,CUST00095,2023-08-10,18:52:33,919.72,Retail,Kolkata,Net Banking,No,None
TXN0002971,CUST00204,2023-06-03,05:56:59,67.04,Retail,Hyderabad,Net Banking,No,None
TXN0002972,CUST00942,2023-01-15,23:50:09,612.56,Entertainment,Bangalore,UPI,No,None
TXN0002973,CUST00034,2023-08-28,01:18:58,128.77,Entertainment,Unknown,Debit Card,No,None
TXN0002974,CUST00255,2023-04-17,12:22:50,7220.87,Food & Beverage,Chennai,UPI,No,None
TXN0002975,CUST00324,2023-05-21,11:14:25,1985.52,Retail,Delhi,Net Banking,No,None
TXN0002976,CUST00904,2023-04-15,08:54:24,755.14,Online Shopping,Bangalore,Wallet,No,None
TXN0002977,CUST00935,2023-09-14,00:28:06,3030.39,Fuel,International,Net Banking,No,None
TXN0002978,CUST00002,2023-04-08,06:57:10,240.91,Retail,Hyderabad,Debit Card,No,None
TXN0002979,CUST00877,2023-10-31,20:44:29,1276.88,Food & Beverage,Pune,Net Banking,No,None
TXN0002980,CUST00415,2023-09-11,14:41:27,5407.33,Electronics,Ahmedabad,Credit Card,Yes,Amount Spike
TXN0002981,CUST00271,2023-11-11,16:09:57,913.08,Food & Beverage,Mumbai,Debit Card,No,None
TXN0002982,CUST00619,2023-10-27,15:29:49,3062.0,Food & Beverage,Mumbai,Debit Card,No,None
TXN0002983,CUST00326,2023-08-25,02:57:47,1601.97,Food & Beverage,Kolkata,Net Banking,No,None
TXN0002984,CUST00562,2023-01-05,19:00:32,940.55,Online Shopping,Chennai,Wallet,No,None
TXN0002985,CUST00192,2023-02-18,06:37:11,91.3,Healthcare,Chennai,Net Banking,No,None
TXN0002986,CUST00739,2023-04-30,04:28:12,210.18,Food & Beverage,International,UPI,No,None
TXN0002987,CUST00513,2023-08-09,18:15:17,574.07,Retail,International,UPI,No,None
TXN0002988,CUST00169,2023-09-14,14:52:59,744.0,Travel,Hyderabad,Wallet,No,None
TXN0002989,CUST00762,2023-05-05,15:50:16,171.36,Entertainment,Chennai,Credit Card,No,None
TXN0002990,CUST00339,2023-11-21,16:04:58,12016.21,Fuel,International,Credit Card,No,None
TXN0002991,CUST00107,2023-04-13,17:28:55,50869.77,Online Shopping,Ahmedabad,UPI,Yes,Amount Spike
TXN0002992,CUST00812,2023-11-26,04:08:10,1369.97,Healthcare,Hyderabad,Net Banking,No,None
TXN0002993,CUST00626,2023-03-11,10:23:28,725.2,Retail,Pune,Debit Card,No,None
TXN0002994,CUST00480,2023-06-22,08:35:48,515.61,Travel,Delhi,Debit Card,No,None
TXN0002995,CUST00880,2023-06-29,16:54:10,212.24,Travel,Delhi,UPI,No,None
TXN0002996,CUST00187,2023-01-07,16:56:13,729.95,Retail,Unknown,Wallet,No,None
TXN0002997,CUST00195,2023-06-20,20:15:06,906.24,Healthcare,International,Debit Card,No,None
TXN0002998,CUST00003,2023-01-04,10:40:51,149.89,Entertainment,Mumbai,Wallet,No,None
TXN0002999,CUST00438,2023-07-01,03:31:52,993.28,Electronics,Chennai,Net Banking,No,None
TXN0003000,CUST00977,2023-01-15,08:54:00,552.08,Entertainment,Bangalore,Wallet,No,None
TXN0003001,CUST00160,2023-05-20,07:32:48,67.4,Fuel,Hyderabad,UPI,No,None
TXN0003002,CUST00272,2023-07-06,11:51:43,236.88,Food & Beverage,Hyderabad,Net Banking,No,None
TXN0003003,CUST00464,2023-09-05,16:11:47,404.91,Travel,Chennai,Debit Card,No,None
TXN0003004,CUST01064,2023-11-24,21:40:56,6407.5,Retail,Bangalore,Debit Card,No,None
TXN0003005,CUST00912,2023-08-05,03:57:59,1297.07,Food & Beverage,International,Wallet,No,None
TXN0003006,CUST00020,2023-03-26,14:26:21,133.94,Travel,Mumbai,UPI,No,None
TXN0003007,CUST00017,2023-06-08,16:31:46,1191.83,Travel,Hyderabad,UPI,No,None
TXN0003008,CUST00704,2023-01-23,18:03:00,103.88,Online Shopping,Pune,Net Banking,No,None
TXN0003009,CUST00247,2023-08-14,01:59:12,2438.72,Entertainment,Ahmedabad,Wallet,No,None
TXN0003010,CUST00865,2023-12-31,14:34:10,377.91,Entertainment,Kolkata,Wallet,No,None
TXN0003011,CUST00271,2023-01-31,21:25:50,594.45,Retail,Chennai,Wallet,No,None
TXN0003012,CUST00979,2023-04-18,08:39:37,3264.81,Retail,Bangalore,Credit Card,Yes,High Frequency
TXN0003013,CUST00146,2023-12-15,09:03:31,141.94,Travel,Hyderabad,Debit Card,No,None
TXN0003014,CUST00469,2023-08-26,00:40:26,124.39,Healthcare,Hyderabad,Credit Card,No,None
TXN0003015,CUST00785,2023-08-03,03:52:00,330.19,Retail,Mumbai,Debit Card,No,None
TXN0003016,CUST00183,2023-05-02,22:56:21,2312.43,Food & Beverage,Ahmedabad,Wallet,No,None
TXN0003017,CUST00210,2023-01-25,20:55:42,107.42,Entertainment,International,Net Banking,No,None
TXN0003018,CUST00212,2023-06-21,01:11:37,50.0,Food & Beverage,Kolkata,Net Banking,No,None
TXN0003019,CUST00642,2023-03-11,19:53:38,387.07,Entertainment,International,Credit Card,No,None
TXN0003020,CUST00753,2023-04-11,04:47:56,13639.23,Electronics,International,UPI,Yes,Amount Spike
